name@version *,license *,copyrights *,end-of-support,dependencies,language,repository,email,URL,others
"cookie@0.3.1","MIT",-,-,-,Javascript,-,-,-,
"cookie@0.4.0","MIT",-,-,-,Javascript,-,-,-,
"copy-concurrently@1.0.5","ISC",-,-,-,Javascript,-,-,-,
"copy-descriptor@0.1.1","MIT",-,-,-,Javascript,-,-,-,
"copy-webpack-plugin@5.1.1","MIT",-,-,-,Javascript,-,-,-,
"core-js-compat@3.6.4","MIT",-,-,-,Javascript,-,-,-,
"core-js@2.6.11","MIT",-,-,-,Javascript,-,-,-,
"core-js@3.6.4","MIT",-,-,-,Javascript,-,-,-,
"core-util-is@1.0.2","MIT",-,-,-,Javascript,-,-,-,
"cosmiconfig@5.2.1","MIT",-,-,-,Javascript,-,-,-,
"coverage-istanbul-loader@2.0.3","MIT",-,-,-,Javascript,-,-,-,
"create-ecdh@4.0.3","MIT",-,-,-,Javascript,-,-,-,
"create-hash@1.2.0","MIT",-,-,-,Javascript,-,-,-,
"create-hmac@1.1.7","MIT",-,-,-,Javascript,-,-,-,
"cross-spawn@6.0.5","MIT",-,-,-,Javascript,-,-,-,
"crypto-browserify@3.12.0","MIT",-,-,-,Javascript,-,-,-,
"css-loader@3.6.0","MIT",-,-,-,Javascript,-,-,-,
"css-parse@1.7.0","MIT",-,-,-,Javascript,-,-,-,
"css-select@1.2.0","BSD*",-,-,-,Javascript,-,-,-,
"css-selector-tokenizer@0.7.2","MIT",-,-,-,Javascript,-,-,-,
"css-what@2.1.3","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"cssauron@1.4.0","MIT",-,-,-,Javascript,-,-,-,
"cssesc@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"custom-event@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"cyclist@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"damerau-levenshtein@1.0.6","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"dashdash@1.14.1","MIT",-,-,-,Javascript,-,-,-,
"datatables.net-dt@1.10.21","MIT",-,-,-,Javascript,-,-,-,
"datatables.net@1.10.21","MIT",-,-,-,Javascript,-,-,-,
"date-format@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"debug@2.6.9","MIT",-,-,-,Javascript,-,-,-,
"debug@3.1.0","MIT",-,-,-,Javascript,-,-,-,
"debug@3.2.6","MIT",-,-,-,Javascript,-,-,-,
"debug@4.1.1","MIT",-,-,-,Javascript,-,-,-,
"debuglog@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"decamelize@1.2.0","MIT",-,-,-,Javascript,-,-,-,
"decode-uri-component@0.2.0","MIT",-,-,-,Javascript,-,-,-,
"deep-equal@1.1.1","MIT",-,-,-,Javascript,-,-,-,
"default-gateway@4.2.0","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"default-require-extensions@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"defaults@1.0.3","MIT",-,-,-,Javascript,-,-,-,
"define-properties@1.1.3","MIT",-,-,-,Javascript,-,-,-,
"define-property@0.2.5","MIT",-,-,-,Javascript,-,-,-,
"define-property@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"define-property@2.0.2","MIT",-,-,-,Javascript,-,-,-,
"del@2.2.2","MIT",-,-,-,Javascript,-,-,-,
"del@4.1.1","MIT",-,-,-,Javascript,-,-,-,
"delayed-stream@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"depd@1.1.2","MIT",-,-,-,Javascript,-,-,-,
"dependency-graph@0.7.2","MIT",-,-,-,Javascript,-,-,-,
"des.js@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"destroy@1.0.4","MIT",-,-,-,Javascript,-,-,-,
"detect-file@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"detect-node@2.0.4","ISC",-,-,-,Javascript,-,-,-,
"dezalgo@1.0.3","ISC",-,-,-,Javascript,-,-,-,
"di@0.0.1","MIT",-,-,-,Javascript,-,-,-,
"diff@3.5.0","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"diff@4.0.2","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"diffie-hellman@5.0.3","MIT",-,-,-,Javascript,-,-,-,
"dir-glob@2.2.2","MIT",-,-,-,Javascript,-,-,-,
"dns-equal@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"dns-packet@1.3.1","MIT",-,-,-,Javascript,-,-,-,
"dns-txt@2.0.2","MIT",-,-,-,Javascript,-,-,-,
"dom-converter@0.2.0","MIT",-,-,-,Javascript,-,-,-,
"dom-serialize@2.2.1","MIT",-,-,-,Javascript,-,-,-,
"dom-serializer@0.2.2","MIT",-,-,-,Javascript,-,-,-,
"domain-browser@1.2.0","MIT",-,-,-,Javascript,-,-,-,
"domelementtype@1.3.1","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"domelementtype@2.0.1","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"domhandler@2.4.2","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"domhandler@3.0.0","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"domutils@1.5.1","BSD*",-,-,-,Javascript,-,-,-,
"domutils@2.1.0","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"dot-case@3.0.3","MIT",-,-,-,Javascript,-,-,-,
"duplexify@3.7.1","MIT",-,-,-,Javascript,-,-,-,
"ecc-jsbn@0.1.2","MIT",-,-,-,Javascript,-,-,-,
"ee-first@1.1.1","MIT",-,-,-,Javascript,-,-,-,
"electron-to-chromium@1.3.380","ISC",-,-,-,Javascript,-,-,-,
"elliptic@6.5.2","MIT",-,-,-,Javascript,-,-,-,
"emoji-regex@7.0.3","MIT",-,-,-,Javascript,-,-,-,
"emoji-regex@8.0.0","MIT",-,-,-,Javascript,-,-,-,
"emojis-list@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"emojis-list@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"encodeurl@1.0.2","MIT",-,-,-,Javascript,-,-,-,
"encoding@0.1.12","MIT",-,-,-,Javascript,-,-,-,
"end-of-stream@1.4.4","MIT",-,-,-,Javascript,-,-,-,
"engine.io-client@3.2.1","MIT",-,-,-,Javascript,-,-,-,
"engine.io-parser@2.1.3","MIT",-,-,-,Javascript,-,-,-,
"engine.io@3.2.1","MIT",-,-,-,Javascript,-,-,-,
"enhanced-resolve@4.1.0","MIT",-,-,-,Javascript,-,-,-,
"enhanced-resolve@4.5.0","MIT",-,-,-,Javascript,-,-,-,
"ent@2.2.0","MIT",-,-,-,Javascript,-,-,-,
"entities@1.1.2","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"entities@2.0.3","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"err-code@1.1.2","MIT",-,-,-,Javascript,-,-,-,
"errno@0.1.7","MIT",-,-,-,Javascript,-,-,-,
"error-ex@1.3.2","MIT",-,-,-,Javascript,-,-,-,
"es-abstract@1.17.4","MIT",-,-,-,Javascript,-,-,-,
"es-abstract@1.17.5","MIT",-,-,-,Javascript,-,-,-,
"es-to-primitive@1.2.1","MIT",-,-,-,Javascript,-,-,-,
"es6-promise@4.2.8","MIT",-,-,-,Javascript,-,-,-,
"es6-promisify@5.0.0","MIT",-,-,-,Javascript,-,-,-,
"escape-html@1.0.3","MIT",-,-,-,Javascript,-,-,-,
"escape-string-regexp@1.0.5","MIT",-,-,-,Javascript,-,-,-,
"eslint-scope@4.0.3","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"esprima@4.0.1","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"esrecurse@4.2.1","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"estraverse@4.3.0","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"esutils@2.0.3","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"etag@1.8.1","MIT",-,-,-,Javascript,-,-,-,
"eventemitter3@4.0.4","MIT",-,-,-,Javascript,-,-,-,
"events@3.1.0","MIT",-,-,-,Javascript,-,-,-,
"eventsource@1.0.7","MIT",-,-,-,Javascript,-,-,-,
"evp_bytestokey@1.0.3","MIT",-,-,-,Javascript,-,-,-,
"execa@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"exit@0.1.2","MIT",-,-,-,Javascript,-,-,-,
"expand-brackets@2.1.4","MIT",-,-,-,Javascript,-,-,-,
"expand-tilde@2.0.2","MIT",-,-,-,Javascript,-,-,-,
"express@4.17.1","MIT",-,-,-,Javascript,-,-,-,
"extend-shallow@2.0.1","MIT",-,-,-,Javascript,-,-,-,
"extend-shallow@3.0.2","MIT",-,-,-,Javascript,-,-,-,
"extend@3.0.2","MIT",-,-,-,Javascript,-,-,-,
"external-editor@3.1.0","MIT",-,-,-,Javascript,-,-,-,
"extglob@2.0.4","MIT",-,-,-,Javascript,-,-,-,
"extsprintf@1.3.0","MIT",-,-,-,Javascript,-,-,-,
"fast-deep-equal@2.0.1","MIT",-,-,-,Javascript,-,-,-,
"fast-deep-equal@3.1.3","MIT",-,-,-,Javascript,-,-,-,
"fast-json-stable-stringify@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"fast-json-stable-stringify@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"fastparse@1.1.2","MIT",-,-,-,Javascript,-,-,-,
"faye-websocket@0.10.0","MIT",-,-,-,Javascript,-,-,-,
"faye-websocket@0.11.3","Apache-2.0",-,-,-,Javascript,-,-,-,
"figgy-pudding@3.5.1","ISC",-,-,-,Javascript,-,-,-,
"figures@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"figures@3.2.0","MIT",-,-,-,Javascript,-,-,-,
"file-loader@4.2.0","MIT",-,-,-,Javascript,-,-,-,
"fileset@2.0.3","MIT",-,-,-,Javascript,-,-,-,
"fill-range@4.0.0","MIT",-,-,-,Javascript,-,-,-,
"fill-range@7.0.1","MIT",-,-,-,Javascript,-,-,-,
"finalhandler@1.1.2","MIT",-,-,-,Javascript,-,-,-,
"find-cache-dir@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"find-cache-dir@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"find-up@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"find-up@4.1.0","MIT",-,-,-,Javascript,-,-,-,
"findup-sync@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"flatted@2.0.2","ISC",-,-,-,Javascript,-,-,-,
"flush-write-stream@1.1.1","MIT",-,-,-,Javascript,-,-,-,
"follow-redirects@1.11.0","MIT",-,-,-,Javascript,-,-,-,
"for-in@1.0.2","MIT",-,-,-,Javascript,-,-,-,
"forever-agent@0.6.1","Apache-2.0",-,-,-,Javascript,-,-,-,
"form-data@2.3.3","MIT",-,-,-,Javascript,-,-,-,
"forwarded@0.1.2","MIT",-,-,-,Javascript,-,-,-,
"fragment-cache@0.2.1","MIT",-,-,-,Javascript,-,-,-,
"fresh@0.5.2","MIT",-,-,-,Javascript,-,-,-,
"from2@2.3.0","MIT",-,-,-,Javascript,-,-,-,
"fs-access@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"fs-extra@7.0.1","MIT",-,-,-,Javascript,-,-,-,
"fs-minipass@1.2.7","ISC",-,-,-,Javascript,-,-,-,
"fs-write-stream-atomic@1.0.10","ISC",-,-,-,Javascript,-,-,-,
"fs.realpath@1.0.0","ISC",-,-,-,Javascript,-,-,-,
"function-bind@1.1.1","MIT",-,-,-,Javascript,-,-,-,
"genfun@5.0.0","MIT",-,-,-,Javascript,-,-,-,
"gensync@1.0.0-beta.1","MIT",-,-,-,Javascript,-,-,-,
"get-caller-file@1.0.3","ISC",-,-,-,Javascript,-,-,-,
"get-caller-file@2.0.5","ISC",-,-,-,Javascript,-,-,-,
"get-stream@4.1.0","MIT",-,-,-,Javascript,-,-,-,
"get-value@2.0.6","MIT",-,-,-,Javascript,-,-,-,
"getpass@0.1.7","MIT",-,-,-,Javascript,-,-,-,
"glob-parent@3.1.0","ISC",-,-,-,Javascript,-,-,-,
"glob-parent@5.1.0","ISC",-,-,-,Javascript,-,-,-,
"glob-parent@5.1.1","ISC",-,-,-,Javascript,-,-,-,
"glob@7.0.6","ISC",-,-,-,Javascript,-,-,-,
"glob@7.1.3","ISC",-,-,-,Javascript,-,-,-,
"glob@7.1.4","ISC",-,-,-,Javascript,-,-,-,
"glob@7.1.6","ISC",-,-,-,Javascript,-,-,-,
"global-modules@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"global-modules@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"global-prefix@1.0.2","MIT",-,-,-,Javascript,-,-,-,
"global-prefix@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"globals@11.12.0","MIT",-,-,-,Javascript,-,-,-,
"globby@5.0.0","MIT",-,-,-,Javascript,-,-,-,
"globby@6.1.0","MIT",-,-,-,Javascript,-,-,-,
"globby@7.1.1","MIT",-,-,-,Javascript,-,-,-,
"graceful-fs@4.2.3","ISC",-,-,-,Javascript,-,-,-,
"handle-thing@2.0.1","MIT",-,-,-,Javascript,-,-,-,
"har-schema@2.0.0","ISC",-,-,-,Javascript,-,-,-,
"har-validator@5.1.3","MIT",-,-,-,Javascript,-,-,-,
"has-ansi@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"has-binary2@1.0.3","MIT",-,-,-,Javascript,-,-,-,
"has-cors@1.1.0","MIT",-,-,-,Javascript,-,-,-,
"has-flag@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"has-flag@4.0.0","MIT",-,-,-,Javascript,-,-,-,
"has-symbols@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"has-value@0.3.1","MIT",-,-,-,Javascript,-,-,-,
"has-value@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"has-values@0.1.4","MIT",-,-,-,Javascript,-,-,-,
"has-values@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"has@1.0.3","MIT",-,-,-,Javascript,-,-,-,
"hash-base@3.1.0","MIT",-,-,-,Javascript,-,-,-,
"hash.js@1.1.7","MIT",-,-,-,Javascript,-,-,-,
"he@1.2.0","MIT",-,-,-,Javascript,-,-,-,
"hmac-drbg@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"homedir-polyfill@1.0.3","MIT",-,-,-,Javascript,-,-,-,
"hosted-git-info@2.8.8","ISC",-,-,-,Javascript,-,-,-,
"hosted-git-info@3.0.4","ISC",-,-,-,Javascript,-,-,-,
"hpack.js@2.1.6","MIT",-,-,-,Javascript,-,-,-,
"html-entities@1.3.1","MIT",-,-,-,Javascript,-,-,-,
"html-escaper@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"html-loader@1.1.0","MIT",-,-,-,Javascript,-,-,-,
"html-minifier-terser@5.1.1","MIT",-,-,-,Javascript,-,-,-,
"html-webpack-plugin@4.3.0","MIT",-,-,-,Javascript,-,-,-,
"htmlparser2@3.10.1","MIT",-,-,-,Javascript,-,-,-,
"htmlparser2@4.1.0","MIT",-,-,-,Javascript,-,-,-,
"http-cache-semantics@3.8.1","BSD-2-Clause",-,-,-,Javascript,-,-,-,
"http-deceiver@1.2.7","MIT",-,-,-,Javascript,-,-,-,
"http-errors@1.6.3","MIT",-,-,-,Javascript,-,-,-,
"http-errors@1.7.2","MIT",-,-,-,Javascript,-,-,-,
"http-proxy-agent@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"http-proxy-middleware@0.19.1","MIT",-,-,-,Javascript,-,-,-,
"http-proxy@1.18.1","MIT",-,-,-,Javascript,-,-,-,
"http-signature@1.2.0","MIT",-,-,-,Javascript,-,-,-,
"https-browserify@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"https-proxy-agent@2.2.4","MIT",-,-,-,Javascript,-,-,-,
"humanize-ms@1.2.1","MIT",-,-,-,Javascript,-,-,-,
"iconv-lite@0.4.24","MIT",-,-,-,Javascript,-,-,-,
"icss-utils@4.1.1","ISC",-,-,-,Javascript,-,-,-,
"ieee754@1.1.13","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"iferr@0.1.5","MIT",-,-,-,Javascript,-,-,-,
"ignore-walk@3.0.3","ISC",-,-,-,Javascript,-,-,-,
"ignore@3.3.10","MIT",-,-,-,Javascript,-,-,-,
"image-size@0.5.5","MIT",-,-,-,Javascript,-,-,-,
"immediate@3.0.6","MIT",-,-,-,Javascript,-,-,-,
"import-cwd@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"import-fresh@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"import-from@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"import-local@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"imurmurhash@0.1.4","MIT",-,-,-,Javascript,-,-,-,
"indexes-of@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"indexof@0.0.1","MIT*",-,-,-,Javascript,-,-,-,
"infer-owner@1.0.4","ISC",-,-,-,Javascript,-,-,-,
"inflight@1.0.6","ISC",-,-,-,Javascript,-,-,-,
"inherits@2.0.1","ISC",-,-,-,Javascript,-,-,-,
"inherits@2.0.3","ISC",-,-,-,Javascript,-,-,-,
"inherits@2.0.4","ISC",-,-,-,Javascript,-,-,-,
"ini@1.3.5","ISC",-,-,-,Javascript,-,-,-,
"inquirer@6.3.1","MIT",-,-,-,Javascript,-,-,-,
"inquirer@7.1.0","MIT",-,-,-,Javascript,-,-,-,
"internal-ip@4.3.0","MIT",-,-,-,Javascript,-,-,-,
"interpret@1.4.0","MIT",-,-,-,Javascript,-,-,-,
"invariant@2.2.4","MIT",-,-,-,Javascript,-,-,-,
"invert-kv@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"ip-regex@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"ip@1.1.5","MIT",-,-,-,Javascript,-,-,-,
"ipaddr.js@1.9.1","MIT",-,-,-,Javascript,-,-,-,
"is-absolute-url@3.0.3","MIT",-,-,-,Javascript,-,-,-,
"is-accessor-descriptor@0.1.6","MIT",-,-,-,Javascript,-,-,-,
"is-accessor-descriptor@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-arguments@1.0.4","MIT",-,-,-,Javascript,-,-,-,
"is-arrayish@0.2.1","MIT",-,-,-,Javascript,-,-,-,
"is-binary-path@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"is-binary-path@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"is-buffer@1.1.6","MIT",-,-,-,Javascript,-,-,-,
"is-callable@1.1.5","MIT",-,-,-,Javascript,-,-,-,
"is-data-descriptor@0.1.4","MIT",-,-,-,Javascript,-,-,-,
"is-data-descriptor@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-date-object@1.0.2","MIT",-,-,-,Javascript,-,-,-,
"is-descriptor@0.1.6","MIT",-,-,-,Javascript,-,-,-,
"is-descriptor@1.0.2","MIT",-,-,-,Javascript,-,-,-,
"is-directory@0.3.1","MIT",-,-,-,Javascript,-,-,-,
"is-docker@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-extendable@0.1.1","MIT",-,-,-,Javascript,-,-,-,
"is-extendable@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"is-extglob@2.1.1","MIT",-,-,-,Javascript,-,-,-,
"is-fullwidth-code-point@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-fullwidth-code-point@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-fullwidth-code-point@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-glob@3.1.0","MIT",-,-,-,Javascript,-,-,-,
"is-glob@4.0.1","MIT",-,-,-,Javascript,-,-,-,
"is-interactive@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-number@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-number@7.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-path-cwd@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-path-cwd@2.2.0","MIT",-,-,-,Javascript,-,-,-,
"is-path-in-cwd@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"is-path-in-cwd@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"is-path-inside@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"is-path-inside@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"is-plain-obj@1.1.0","MIT",-,-,-,Javascript,-,-,-,
"is-plain-object@2.0.4","MIT",-,-,-,Javascript,-,-,-,
"is-promise@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"is-regex@1.0.5","MIT",-,-,-,Javascript,-,-,-,
"is-stream@1.1.0","MIT",-,-,-,Javascript,-,-,-,
"is-symbol@1.0.3","MIT",-,-,-,Javascript,-,-,-,
"is-typedarray@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"is-windows@1.0.2","MIT",-,-,-,Javascript,-,-,-,
"is-wsl@1.1.0","MIT",-,-,-,Javascript,-,-,-,
"is-wsl@2.2.0","MIT",-,-,-,Javascript,-,-,-,
"isarray@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"isarray@2.0.1","MIT",-,-,-,Javascript,-,-,-,
"isbinaryfile@3.0.3","MIT",-,-,-,Javascript,-,-,-,
"isexe@2.0.0","ISC",-,-,-,Javascript,-,-,-,
"isobject@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"isobject@3.0.1","MIT",-,-,-,Javascript,-,-,-,
"isstream@0.1.2","MIT",-,-,-,Javascript,-,-,-,
"istanbul-api@2.1.6","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"istanbul-lib-coverage@2.0.5","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"istanbul-lib-coverage@3.0.0","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"istanbul-lib-hook@2.0.7","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"istanbul-lib-instrument@3.3.0","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"istanbul-lib-instrument@4.0.1","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"istanbul-lib-report@2.0.8","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"istanbul-lib-source-maps@3.0.6","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"istanbul-reports@2.2.7","BSD-3-Clause",-,-,-,Javascript,-,-,-,
"jasmine-core@2.8.0","MIT",-,-,-,Javascript,-,-,-,
"jasmine-core@3.4.0","MIT",-,-,-,Javascript,-,-,-,
"jasmine-spec-reporter@4.2.1","Apache-2.0",-,-,-,Javascript,-,-,-,
"jasmine@2.8.0","MIT",-,-,-,Javascript,-,-,-,
"jasminewd2@2.2.0","MIT",-,-,-,Javascript,-,-,-,
"jest-worker@24.9.0","MIT",-,-,-,Javascript,-,-,-,
"jquery@3.5.1","MIT",-,-,-,Javascript,-,-,-,
"js-tokens@3.0.2","MIT",-,-,-,Javascript,-,-,-,
"js-tokens@4.0.0","MIT",-,-,-,Javascript,-,-,-,
"js-yaml@3.13.1","MIT",-,-,-,Javascript,-,-,-,
"jsbn@0.1.1","MIT",-,-,-,Javascript,-,-,-,
"jsesc@0.5.0","MIT",-,-,-,Javascript,-,-,-,
"jsesc@2.5.2","MIT",-,-,-,Javascript,-,-,-,
"json-parse-better-errors@1.0.2","MIT",-,-,-,Javascript,-,-,-,
"json-schema-traverse@0.4.1","MIT",-,-,-,Javascript,-,-,-,
"json-schema@0.2.3","AFLv2.1BSD",-,-,-,Javascript,-,-,-,
"json-stringify-safe@5.0.1","ISC",-,-,-,Javascript,-,-,-,
"json3@3.3.3","MIT",-,-,-,Javascript,-,-,-,
"json5@0.5.1","MIT",-,-,-,Javascript,-,-,-,
"json5@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"json5@2.1.2","MIT",-,-,-,Javascript,-,-,-,
"json5@2.1.3","MIT",-,-,-,Javascript,-,-,-,
"jsonfile@4.0.0","MIT",-,-,-,Javascript,-,-,-,
"jsonparse@1.3.1","MIT",-,-,-,Javascript,-,-,-,
"jsprim@1.4.1","MIT",-,-,-,Javascript,-,-,-,
"jszip@3.4.0","(MIT OR GPL-3.0)",-,-,-,Javascript,-,-,-,
"karma-chrome-launcher@2.2.0","MIT",-,-,-,Javascript,-,-,-,
"karma-coverage-istanbul-reporter@2.0.6","MIT",-,-,-,Javascript,-,-,-,
"karma-jasmine-html-reporter@1.5.4","MIT",-,-,-,Javascript,-,-,-,
"karma-jasmine@2.0.1","MIT",-,-,-,Javascript,-,-,-,
"karma-source-map-support@1.4.0","MIT",-,-,-,Javascript,-,-,-,
"karma@4.4.1","MIT",-,-,-,Javascript,-,-,-,
"killable@1.0.1","ISC",-,-,-,Javascript,-,-,-,
"kind-of@3.2.2","MIT",-,-,-,Javascript,-,-,-,
"kind-of@4.0.0","MIT",-,-,-,Javascript,-,-,-,
"kind-of@5.1.0","MIT",-,-,-,Javascript,-,-,-,
"kind-of@6.0.3","MIT",-,-,-,Javascript,-,-,-,
"lcid@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"less-loader@5.0.0","MIT",-,-,-,Javascript,-,-,-,
"less@3.9.0","Apache-2.0",-,-,-,Javascript,-,-,-,
"leven@3.1.0","MIT",-,-,-,Javascript,-,-,-,
"levenary@1.1.1","MIT",-,-,-,Javascript,-,-,-,
"license-webpack-plugin@2.1.2","ISC",-,-,-,Javascript,-,-,-,
"lie@3.3.0","MIT",-,-,-,Javascript,-,-,-,
"loader-runner@2.4.0","MIT",-,-,-,Javascript,-,-,-,
"loader-utils@0.2.17","MIT",-,-,-,Javascript,-,-,-,
"loader-utils@1.2.3","MIT",-,-,-,Javascript,-,-,-,
"loader-utils@1.4.0","MIT",-,-,-,Javascript,-,-,-,
"loader-utils@2.0.0","MIT",-,-,-,Javascript,-,-,-,
"locate-path@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"locate-path@5.0.0","MIT",-,-,-,Javascript,-,-,-,
"lodash.clonedeep@4.5.0","MIT",-,-,-,Javascript,-,-,-,
"lodash@4.17.15","MIT",-,-,-,Javascript,-,-,-,
"log-symbols@3.0.0","MIT",-,-,-,Javascript,-,-,-,
"log4js@4.5.1","Apache-2.0",-,-,-,Javascript,-,-,-,
"loglevel@1.6.8","MIT",-,-,-,Javascript,-,-,-,
"loose-envify@1.4.0","MIT",-,-,-,Javascript,-,-,-,
"lower-case@2.0.1","MIT",-,-,-,Javascript,-,-,-,
"lru-cache@4.1.5","ISC",-,-,-,Javascript,-,-,-,
"lru-cache@5.1.1","ISC",-,-,-,Javascript,-,-,-,
"magic-string@0.25.2","MIT",-,-,-,Javascript,-,-,-,
"magic-string@0.25.3","MIT",-,-,-,Javascript,-,-,-,
"magic-string@0.25.7","MIT",-,-,-,Javascript,-,-,-,
"make-dir@2.1.0","MIT",-,-,-,Javascript,-,-,-,
"make-dir@3.1.0","MIT",-,-,-,Javascript,-,-,-,
"make-error@1.3.6","ISC",-,-,-,Javascript,-,-,-,
"make-fetch-happen@4.0.2","ISC",-,-,-,Javascript,-,-,-,
"make-fetch-happen@5.0.2","ISC",-,-,-,Javascript,-,-,-,
"mamacro@0.0.3","MIT",-,-,-,Javascript,-,-,-,
"map-age-cleaner@0.1.3","MIT",-,-,-,Javascript,-,-,-,
"map-cache@0.2.2","MIT",-,-,-,Javascript,-,-,-,
"map-visit@1.0.0","MIT",-,-,-,Javascript,-,-,-,
"md5.js@1.3.5","MIT",-,-,-,Javascript,-,-,-,
"media-typer@0.3.0","MIT",-,-,-,Javascript,-,-,-,
"mem@4.3.0","MIT",-,-,-,Javascript,-,-,-,
"memory-fs@0.4.1","MIT",-,-,-,Javascript,-,-,-,
"memory-fs@0.5.0","MIT",-,-,-,Javascript,-,-,-,
"merge-descriptors@1.0.1","MIT",-,-,-,Javascript,-,-,-,
"merge-source-map@1.1.0","MIT",-,-,-,Javascript,-,-,-,
"merge-stream@2.0.0","MIT",-,-,-,Javascript,-,-,-,
